FIPS Code,State and area,Year,Month,Civilian non-institutional population,Total,Percent of population,EmploymentTotal,Percent of population,UnemploymentTotal,UnemplotmentRate
15,Hawaii,2020,9,"1,121,712   ","624,054   ",55.6   ,"526,737   ",47.0   ,"97,317   ",15.6   
16,Idaho,2020,9,"1,428,280   ","899,226   ",63.0   ,"860,404   ",60.2   ,"38,822   ",4.3   
17,Illinois,2020,9,"10,088,441   ","6,294,873   ",62.4   ,"5,744,572   ",56.9   ,"550,301   ",8.7   
18,Indiana,2020,9,"5,293,618   ","3,328,636   ",62.9   ,"3,129,038   ",59.1   ,"199,598   ",6.0   
19,Iowa,2020,9,"2,497,961   ","1,653,934   ",66.2   ,"1,582,460   ",63.4   ,"71,474   ",4.3   
20,Kansas,2020,9,"2,249,723   ","1,490,856   ",66.3   ,"1,418,030   ",63.0   ,"72,826   ",4.9   
21,Kentucky,2020,9,"3,525,841   ","1,993,647   ",56.5   ,"1,897,588   ",53.8   ,"96,059   ",4.8   
22,Louisiana,2020,9,"3,578,810   ","2,080,600   ",58.1   ,"1,879,191   ",52.5   ,"201,409   ",9.7   
23,Maine,2020,9,"1,128,549   ","663,174   ",58.8   ,"640,693   ",56.8   ,"22,481   ",3.4   
24,Maryland,2020,9,"4,861,154   ","3,151,700   ",64.8   ,"2,953,899   ",60.8   ,"197,801   ",6.3   
25,Massachusetts,2020,9,"5,740,550   ","3,757,380   ",65.5   ,"3,388,184   ",59.0   ,"369,196   ",9.8   
26,Michigan,2020,9,"8,059,361   ","4,837,156   ",60.0   ,"4,435,778   ",55.0   ,"401,378   ",8.3   
27,Minnesota,2020,9,"4,482,721   ","3,113,460   ",69.5   ,"2,937,855   ",65.5   ,"175,605   ",5.6   
28,Mississippi,2020,9,"2,278,430   ","1,248,494   ",54.8   ,"1,161,430   ",51.0   ,"87,064   ",7.0   
29,Missouri,2020,9,"4,834,795   ","3,053,253   ",63.2   ,"2,891,302   ",59.8   ,"161,951   ",5.3   
30,Montana,2020,9,"868,065   ","543,274   ",62.6   ,"519,355   ",59.8   ,"23,919   ",4.4   
31,Nebraska,2020,9,"1,503,969   ","1,033,813   ",68.7   ,"1,002,875   ",66.7   ,"30,938   ",3.0   
32,Nevada,2020,9,"2,462,753   ","1,518,403   ",61.7   ,"1,316,313   ",53.4   ,"202,090   ",13.3   
33,New Hampshire,2020,9,"1,140,846   ","756,068   ",66.3   ,"712,044   ",62.4   ,"44,024   ",5.8   
34,New Jersey,2020,9,"7,380,864   ","4,529,200   ",61.4   ,"4,165,313   ",56.4   ,"363,887   ",8.0   
35,New Mexico,2020,9,"1,658,937   ","966,493   ",58.3   ,"874,512   ",52.7   ,"91,981   ",9.5   
36,New York,2020,9,"16,170,246   ","9,467,093   ",58.5   ,"8,510,737   ",52.6   ,"956,356   ",10.1   
51000,New York city,2020,9,"7,053,125   ","4,032,927   ",57.2   ,"3,438,880   ",48.8   ,"594,047   ",14.7   
37,North Carolina,2020,9,"8,242,329   ","4,833,068   ",58.6   ,"4,538,063   ",55.1   ,"295,005   ",6.1   
38,North Dakota,2020,9,"594,584   ","413,091   ",69.5   ,"393,012   ",66.1   ,"20,079   ",4.9   
39,Ohio,2020,9,"9,316,835   ","5,723,156   ",61.4   ,"5,294,596   ",56.8   ,"428,560   ",7.5   
40,Oklahoma,2020,9,"3,039,208   ","1,848,860   ",60.8   ,"1,744,593   ",57.4   ,"104,267   ",5.6   
41,Oregon,2020,9,"3,437,166   ","2,132,389   ",62.0   ,"1,977,950   ",57.5   ,"154,439   ",7.2   
42,Pennsylvania,2020,9,"10,424,267   ","6,513,030   ",62.5   ,"5,944,635   ",57.0   ,"568,395   ",8.7   
44,Rhode Island,2020,9,"896,136   ","571,646   ",63.8   ,"520,381   ",58.1   ,"51,265   ",9.0   
45,South Carolina,2020,9,"4,069,072   ","2,336,374   ",57.4   ,"2,206,513   ",54.2   ,"129,861   ",5.6   
46,South Dakota,2020,9,"676,154   ","462,877   ",68.5   ,"446,459   ",66.0   ,"16,418   ",3.5   
47,Tennessee,2020,9,"5,464,898   ","3,285,633   ",60.1   ,"3,068,789   ",56.2   ,"216,844   ",6.6   
48,Texas,2020,9,"22,192,563   ","13,953,011   ",62.9   ,"12,892,608   ",58.1   ,"1,060,403   ",7.6   
49,Utah,2020,9,"2,428,613   ","1,650,781   ",68.0   ,"1,583,258   ",65.2   ,"67,523   ",4.1   
50,Vermont,2020,9,"534,865   ","328,842   ",61.5   ,"314,851   ",58.9   ,"13,991   ",4.3   
51,Virginia,2020,9,"6,765,246   ","4,301,925   ",63.6   ,"4,044,746   ",59.8   ,"257,179   ",6.0   
53,Washington,2020,9,"6,116,935   ","3,878,256   ",63.4   ,"3,587,570   ",58.6   ,"290,686   ",7.5   
54,West Virginia,2020,9,"1,445,342   ","783,839   ",54.2   ,"728,576   ",50.4   ,"55,263   ",7.1   
55,Wisconsin,2020,9,"4,696,368   ","3,115,476   ",66.3   ,"2,949,303   ",62.8   ,"166,173   ",5.3   
56,Wyoming,2020,9,"450,773   ","294,447   ",65.3   ,"279,302   ",62.0   ,"15,145   ",5.1   
1,Alabama,2020,10,"3,963,023   ","2,295,302   ",57.9   ,"2,183,495   ",55.1   ,"111,807   ",4.9   
2,Alaska,2020,10,"544,470   ","346,584   ",63.7   ,"322,923   ",59.3   ,"23,661   ",6.8   
4,Arizona,2020,10,"5,685,516   ","3,477,332   ",61.2   ,"3,260,794   ",57.4   ,"216,538   ",6.2   
5,Arkansas,2020,10,"2,346,733   ","1,342,350   ",57.2   ,"1,282,124   ",54.6   ,"60,226   ",4.5   
6,California,2020,10,"31,088,005   ","18,729,111   ",60.2   ,"17,041,354   ",54.8   ,"1,687,757   ",9.0   
37,Los Angeles County,2020,10,"8,030,854   ","4,898,501   ",61.0   ,"4,368,156   ",54.4   ,"530,345   ",10.8   
8,Colorado,2020,10,"4,594,269   ","3,108,199   ",67.7   ,"2,928,465   ",63.7   ,"179,734   ",5.8   
9,Connecticut,2020,10,"2,917,562   ","1,868,231   ",64.0   ,"1,725,736   ",59.1   ,"142,495   ",7.6   
10,Delaware,2020,10,"796,667   ","486,041   ",61.0   ,"461,990   ",58.0   ,"24,051   ",4.9   
11,District of Columbia,2020,10,"560,070   ","386,236   ",69.0   ,"353,482   ",63.1   ,"32,754   ",8.5   
12,Florida,2020,10,"17,546,843   ","10,196,049   ",58.1   ,"9,484,791   ",54.1   ,"711,258   ",7.0   
13,Georgia,2020,10,"8,322,952   ","5,207,806   ",62.6   ,"4,931,322   ",59.2   ,"276,484   ",5.3   
15,Hawaii,2020,10,"1,121,363   ","645,799   ",57.6   ,"564,822   ",50.4   ,"80,977   ",12.5   
16,Idaho,2020,10,"1,432,489   ","905,574   ",63.2   ,"872,765   ",60.9   ,"32,809   ",3.6   
17,Illinois,2020,10,"10,084,634   ","6,309,229   ",62.6   ,"5,847,772   ",58.0   ,"461,457   ",7.3   
18,Indiana,2020,10,"5,296,705   ","3,372,964   ",63.7   ,"3,197,169   ",60.4   ,"175,795   ",5.2   
19,Iowa,2020,10,"2,499,209   ","1,664,161   ",66.6   ,"1,605,196   ",64.2   ,"58,965   ",3.5   
20,Kansas,2020,10,"2,250,652   ","1,502,816   ",66.8   ,"1,439,459   ",64.0   ,"63,357   ",4.2   
21,Kentucky,2020,10,"3,527,122   ","2,005,915   ",56.9   ,"1,919,300   ",54.4   ,"86,615   ",4.3   
22,Louisiana,2020,10,"3,578,152   ","2,094,451   ",58.5   ,"1,922,555   ",53.7   ,"171,896   ",8.2   
23,Maine,2020,10,"1,129,759   ","675,411   ",59.8   ,"653,183   ",57.8   ,"22,228   ",3.3   
24,Maryland,2020,10,"4,862,409   ","3,178,256   ",65.4   ,"2,987,822   ",61.4   ,"190,434   ",6.0   
25,Massachusetts,2020,10,"5,739,992   ","3,766,947   ",65.6   ,"3,460,732   ",60.3   ,"306,215   ",8.1   
26,Michigan,2020,10,"8,061,055   ","4,818,269   ",59.8   ,"4,503,619   ",55.9   ,"314,650   ",6.5   
27,Minnesota,2020,10,"4,484,438   ","3,118,901   ",69.5   ,"2,971,957   ",66.3   ,"146,944   ",4.7   
28,Mississippi,2020,10,"2,278,791   ","1,250,139   ",54.9   ,"1,173,936   ",51.5   ,"76,203   ",6.1   
29,Missouri,2020,10,"4,837,417   ","3,057,464   ",63.2   ,"2,922,564   ",60.4   ,"134,900   ",4.4   
30,Montana,2020,10,"869,680   ","544,734   ",62.6   ,"524,380   ",60.3   ,"20,354   ",3.7   
31,Nebraska,2020,10,"1,504,793   ","1,039,667   ",69.1   ,"1,017,186   ",67.6   ,"22,481   ",2.2   
32,Nevada,2020,10,"2,465,847   ","1,520,482   ",61.7   ,"1,347,573   ",54.6   ,"172,909   ",11.4   
33,New Hampshire,2020,10,"1,142,079   ","758,269   ",66.4   ,"722,874   ",63.3   ,"35,395   ",4.7   
34,New Jersey,2020,10,"7,382,760   ","4,608,780   ",62.4   ,"4,282,773   ",58.0   ,"326,007   ",7.1   
35,New Mexico,2020,10,"1,659,800   ","967,511   ",58.3   ,"886,606   ",53.4   ,"80,905   ",8.4   
36,New York,2020,10,"16,153,550   ","9,446,252   ",58.5   ,"8,606,811   ",53.3   ,"839,441   ",8.9   
51000,New York city,2020,10,"7,033,052   ","4,038,187   ",57.4   ,"3,496,675   ",49.7   ,"541,512   ",13.4   
37,North Carolina,2020,10,"8,251,935   ","4,892,249   ",59.3   ,"4,639,270   ",56.2   ,"252,979   ",5.2   
38,North Dakota,2020,10,"594,539   ","411,767   ",69.3   ,"394,165   ",66.3   ,"17,602   ",4.3   
39,Ohio,2020,10,"9,318,948   ","5,783,338   ",62.1   ,"5,430,136   ",58.3   ,"353,202   ",6.1   
40,Oklahoma,2020,10,"3,041,757   ","1,857,752   ",61.1   ,"1,762,580   ",57.9   ,"95,172   ",5.1   
41,Oregon,2020,10,"3,439,040   ","2,142,371   ",62.3   ,"2,008,627   ",58.4   ,"133,744   ",6.2   
42,Pennsylvania,2020,10,"10,425,912   ","6,513,896   ",62.5   ,"6,021,791   ",57.8   ,"492,105   ",7.6   
44,Rhode Island,2020,10,"896,459   ","561,716   ",62.7   ,"529,424   ",59.1   ,"32,292   ",5.7   
45,South Carolina,2020,10,"4,074,661   ","2,360,675   ",57.9   ,"2,242,207   ",55.0   ,"118,468   ",5.0   
46,South Dakota,2020,10,"676,986   ","467,041   ",69.0   ,"452,477   ",66.8   ,"14,564   ",3.1   
47,Tennessee,2020,10,"5,470,318   ","3,337,102   ",61.0   ,"3,145,108   ",57.5   ,"191,994   ",5.8   
48,Texas,2020,10,"22,222,949   ","14,041,944   ",63.2   ,"13,118,227   ",59.0   ,"923,717   ",6.6   
49,Utah,2020,10,"2,433,864   ","1,662,446   ",68.3   ,"1,604,546   ",65.9   ,"57,900   ",3.5   
50,Vermont,2020,10,"535,310   ","330,142   ",61.7   ,"320,492   ",59.9   ,"9,650   ",2.9   
51,Virginia,2020,10,"6,768,378   ","4,320,836   ",63.8   ,"4,100,105   ",60.6   ,"220,731   ",5.1   
53,Washington,2020,10,"6,120,798   ","3,883,731   ",63.5   ,"3,633,455   ",59.4   ,"250,276   ",6.4   
54,West Virginia,2020,10,"1,445,308   ","786,527   ",54.4   ,"739,740   ",51.2   ,"46,787   ",5.9   
55,Wisconsin,2020,10,"4,698,556   ","3,130,309   ",66.6   ,"2,989,949   ",63.6   ,"140,360   ",4.5   
56,Wyoming,2020,10,"451,092   ","292,674   ",64.9   ,"280,119   ",62.1   ,"12,555   ",4.3   
1,Alabama,2020,11,"3,964,629   ","2,280,340   ",57.5   ,"2,180,380   ",55.0   ,"99,960   ",4.4   
2,Alaska,2020,11,"544,653   ","344,794   ",63.3   ,"319,685   ",58.7   ,"25,109   ",7.3   
4,Arizona,2020,11,"5,694,502   ","3,486,820   ",61.2   ,"3,275,346   ",57.5   ,"211,474   ",6.1   
5,Arkansas,2020,11,"2,348,125   ","1,334,891   ",56.8   ,"1,274,473   ",54.3   ,"60,418   ",4.5   
6,California,2020,11,"31,081,213   ","18,694,983   ",60.1   ,"17,048,561   ",54.9   ,"1,646,422   ",8.8   
37,Los Angeles County,2020,11,"8,022,114   ","4,929,961   ",61.5   ,"4,404,555   ",54.9   ,"525,406   ",10.7   
8,Colorado,2020,11,"4,598,200   ","3,104,544   ",67.5   ,"2,917,280   ",63.4   ,"187,264   ",6.0   
9,Connecticut,2020,11,"2,918,699   ","1,864,044   ",63.9   ,"1,731,207   ",59.3   ,"132,837   ",7.1   
10,Delaware,2020,11,"797,656   ","487,149   ",61.1   ,"463,979   ",58.2   ,"23,170   ",4.8   
11,District of Columbia,2020,11,"558,496   ","384,299   ",68.8   ,"353,324   ",63.3   ,"30,975   ",8.1   
12,Florida,2020,11,"17,565,158   ","10,110,831   ",57.6   ,"9,449,487   ",53.8   ,"661,344   ",6.5   
13,Georgia,2020,11,"8,330,700   ","5,191,367   ",62.3   ,"4,933,399   ",59.2   ,"257,968   ",5.0   
15,Hawaii,2020,11,"1,120,947   ","660,119   ",58.9   ,"586,383   ",52.3   ,"73,736   ",11.2   
16,Idaho,2020,11,"1,436,571   ","902,698   ",62.8   ,"867,243   ",60.4   ,"35,455   ",3.9   
17,Illinois,2020,11,"10,079,898   ","6,301,790   ",62.5   ,"5,848,462   ",58.0   ,"453,328   ",7.2   
18,Indiana,2020,11,"5,299,272   ","3,350,959   ",63.2   ,"3,188,559   ",60.2   ,"162,400   ",4.8   
19,Iowa,2020,11,"2,500,173   ","1,660,581   ",66.4   ,"1,594,018   ",63.8   ,"66,563   ",4.0   
20,Kansas,2020,11,"2,251,275   ","1,500,881   ",66.7   ,"1,439,756   ",64.0   ,"61,125   ",4.1   
21,Kentucky,2020,11,"3,528,029   ","2,007,606   ",56.9   ,"1,924,503   ",54.5   ,"83,103   ",4.1   
22,Louisiana,2020,11,"3,577,114   ","2,057,268   ",57.5   ,"1,924,448   ",53.8   ,"132,820   ",6.5   
23,Maine,2020,11,"1,130,820   ","670,075   ",59.3   ,"645,933   ",57.1   ,"24,142   ",3.6   
24,Maryland,2020,11,"4,863,137   ","3,149,642   ",64.8   ,"2,968,518   ",61.0   ,"181,124   ",5.8   
25,Massachusetts,2020,11,"5,738,772   ","3,750,846   ",65.4   ,"3,464,625   ",60.4   ,"286,221   ",7.6   
26,Michigan,2020,11,"8,061,909   ","4,788,296   ",59.4   ,"4,489,625   ",55.7   ,"298,671   ",6.2   
27,Minnesota,2020,11,"4,485,692   ","3,077,055   ",68.6   ,"2,954,346   ",65.9   ,"122,709   ",4.0   
28,Mississippi,2020,11,"2,278,937   ","1,253,628   ",55.0   ,"1,176,340   ",51.6   ,"77,288   ",6.2   
29,Missouri,2020,11,"4,839,557   ","3,040,342   ",62.8   ,"2,898,763   ",59.9   ,"141,579   ",4.7   
30,Montana,2020,11,"871,210   ","539,621   ",61.9   ,"518,196   ",59.5   ,"21,425   ",4.0   
31,Nebraska,2020,11,"1,505,432   ","1,037,125   ",68.9   ,"1,013,913   ",67.4   ,"23,212   ",2.2   
32,Nevada,2020,11,"2,468,745   ","1,518,256   ",61.5   ,"1,355,628   ",54.9   ,"162,628   ",10.7   
33,New Hampshire,2020,11,"1,143,252   ","756,143   ",66.1   ,"722,893   ",63.2   ,"33,250   ",4.4   
34,New Jersey,2020,11,"7,383,843   ","4,620,539   ",62.6   ,"4,286,559   ",58.1   ,"333,980   ",7.2   
35,New Mexico,2020,11,"1,660,443   ","957,011   ",57.6   ,"883,757   ",53.2   ,"73,254   ",7.7   
36,New York,2020,11,"16,134,997   ","9,384,174   ",58.2   ,"8,585,242   ",53.2   ,"798,932   ",8.5   
51000,New York city,2020,11,"7,012,728   ","3,996,666   ",57.0   ,"3,480,823   ",49.6   ,"515,843   ",12.9   
37,North Carolina,2020,11,"8,260,610   ","4,875,725   ",59.0   ,"4,617,386   ",55.9   ,"258,339   ",5.3   
38,North Dakota,2020,11,"594,392   ","404,012   ",68.0   ,"384,647   ",64.7   ,"19,365   ",4.8   
39,Ohio,2020,11,"9,320,000   ","5,732,476   ",61.5   ,"5,406,574   ",58.0   ,"325,902   ",5.7   
40,Oklahoma,2020,11,"3,044,033   ","1,861,243   ",61.1   ,"1,765,307   ",58.0   ,"95,936   ",5.2   
41,Oregon,2020,11,"3,440,532   ","2,127,464   ",61.8   ,"1,999,759   ",58.1   ,"127,705   ",6.0   
42,Pennsylvania,2020,11,"10,426,221   ","6,470,994   ",62.1   ,"5,987,846   ",57.4   ,"483,148   ",7.5   
44,Rhode Island,2020,11,"896,649   ","565,317   ",63.0   ,"530,014   ",59.1   ,"35,303   ",6.2   
45,South Carolina,2020,11,"4,079,916   ","2,337,750   ",57.3   ,"2,224,847   ",54.5   ,"112,903   ",4.8   
46,South Dakota,2020,11,"677,737   ","463,678   ",68.4   ,"448,218   ",66.1   ,"15,460   ",3.3   
47,Tennessee,2020,11,"5,475,252   ","3,333,742   ",60.9   ,"3,161,633   ",57.7   ,"172,109   ",5.2   
48,Texas,2020,11,"22,251,655   ","14,099,271   ",63.4   ,"13,146,016   ",59.1   ,"953,255   ",6.8   
49,Utah,2020,11,"2,439,006   ","1,666,204   ",68.3   ,"1,610,346   ",66.0   ,"55,858   ",3.4   
50,Vermont,2020,11,"535,695   ","327,807   ",61.2   ,"317,141   ",59.2   ,"10,666   ",3.3   
51,Virginia,2020,11,"6,770,828   ","4,275,220   ",63.1   ,"4,069,344   ",60.1   ,"205,876   ",4.8   
53,Washington,2020,11,"6,124,133   ","3,862,665   ",63.1   ,"3,618,206   ",59.1   ,"244,459   ",6.3   
54,West Virginia,2020,11,"1,445,090   ","777,327   ",53.8   ,"732,544   ",50.7   ,"44,783   ",5.8   
55,Wisconsin,2020,11,"4,700,215   ","3,122,723   ",66.4   ,"2,986,302   ",63.5   ,"136,421   ",4.4   
56,Wyoming,2020,11,"451,403   ","291,028   ",64.5   ,"277,375   ",61.4   ,"13,653   ",4.7   
1,Alabama,2020,12,"3,965,701   ","2,255,535   ",56.9   ,"2,163,257   ",54.5   ,"92,278   ",4.1   
2,Alaska,2020,12,"544,726   ","345,457   ",63.4   ,"320,222   ",58.8   ,"25,235   ",7.3   
4,Arizona,2020,12,"5,702,556   ","3,484,083   ",61.1   ,"3,265,985   ",57.3   ,"218,098   ",6.3   
5,Arkansas,2020,12,"2,349,172   ","1,323,850   ",56.4   ,"1,259,578   ",53.6   ,"64,272   ",4.9   
6,California,2020,12,"31,070,161   ","18,613,705   ",59.9   ,"16,929,348   ",54.5   ,"1,684,357   ",9.0   
37,Los Angeles County,2020,12,"8,013,674   ","4,894,787   ",61.1   ,"4,354,871   ",54.3   ,"539,916   ",11.0   
8,Colorado,2020,12,"4,601,345   ","3,106,300   ",67.5   ,"2,905,660   ",63.1   ,"200,640   ",6.5   
9,Connecticut,2020,12,"2,919,400   ","1,847,267   ",63.3   ,"1,716,342   ",58.8   ,"130,925   ",7.1   
10,Delaware,2020,12,"798,588   ","488,644   ",61.2   ,"462,989   ",58.0   ,"25,655   ",5.3   
11,District of Columbia,2020,12,"556,868   ","379,196   ",68.1   ,"352,794   ",63.4   ,"26,402   ",7.0   
12,Florida,2020,12,"17,580,807   ","10,116,546   ",57.5   ,"9,483,299   ",53.9   ,"633,247   ",6.3   
13,Georgia,2020,12,"8,337,156   ","5,179,659   ",62.1   ,"4,916,448   ",59.0   ,"263,211   ",5.1   
15,Hawaii,2020,12,"1,120,309   ","665,735   ",59.4   ,"598,867   ",53.5   ,"66,868   ",10.0   
16,Idaho,2020,12,"1,440,422   ","905,611   ",62.9   ,"867,254   ",60.2   ,"38,357   ",4.2   
17,Illinois,2020,12,"10,073,621   ","6,263,977   ",62.2   ,"5,789,423   ",57.5   ,"474,554   ",7.6   
18,Indiana,2020,12,"5,301,008   ","3,321,245   ",62.7   ,"3,176,136   ",59.9   ,"145,109   ",4.4   
19,Iowa,2020,12,"2,500,654   ","1,661,863   ",66.5   ,"1,584,890   ",63.4   ,"76,973   ",4.6   
20,Kansas,2020,12,"2,251,544   ","1,496,762   ",66.5   ,"1,438,919   ",63.9   ,"57,843   ",3.9   
21,Kentucky,2020,12,"3,528,352   ","2,011,353   ",57.0   ,"1,916,032   ",54.3   ,"95,321   ",4.7   
22,Louisiana,2020,12,"3,575,550   ","2,036,767   ",57.0   ,"1,915,691   ",53.6   ,"121,076   ",5.9   
23,Maine,2020,12,"1,131,699   ","669,482   ",59.2   ,"642,012   ",56.7   ,"27,470   ",4.1   
24,Maryland,2020,12,"4,863,097   ","3,130,433   ",64.4   ,"2,952,202   ",60.7   ,"178,231   ",5.7   
25,Massachusetts,2020,12,"5,736,702   ","3,740,656   ",65.2   ,"3,464,274   ",60.4   ,"276,382   ",7.4   
26,Michigan,2020,12,"8,061,473   ","4,707,173   ",58.4   ,"4,373,657   ",54.3   ,"333,516   ",7.1   
27,Minnesota,2020,12,"4,486,230   ","3,024,115   ",67.4   ,"2,884,072   ",64.3   ,"140,043   ",4.6   
28,Mississippi,2020,12,"2,278,693   ","1,253,202   ",55.0   ,"1,174,289   ",51.5   ,"78,913   ",6.3   
29,Missouri,2020,12,"4,840,910   ","3,049,015   ",63.0   ,"2,897,179   ",59.8   ,"151,836   ",5.0   
30,Montana,2020,12,"872,555   ","537,642   ",61.6   ,"514,504   ",59.0   ,"23,138   ",4.3   
31,Nebraska,2020,12,"1,505,830   ","1,036,817   ",68.9   ,"1,010,474   ",67.1   ,"26,343   ",2.5   
32,Nevada,2020,12,"2,471,296   ","1,514,880   ",61.3   ,"1,356,211   ",54.9   ,"158,669   ",10.5   
33,New Hampshire,2020,12,"1,144,207   ","751,192   ",65.7   ,"718,813   ",62.8   ,"32,379   ",4.3   
34,New Jersey,2020,12,"7,383,848   ","4,625,045   ",62.6   ,"4,297,232   ",58.2   ,"327,813   ",7.1   
35,New Mexico,2020,12,"1,660,840   ","942,134   ",56.7   ,"876,749   ",52.8   ,"65,385   ",6.9   
36,New York,2020,12,"16,114,081   ","9,351,816   ",58.0   ,"8,552,749   ",53.1   ,"799,067   ",8.5   
51000,New York city,2020,12,"6,992,680   ","3,964,116   ",56.7   ,"3,471,464   ",49.6   ,"492,652   ",12.4   
37,North Carolina,2020,12,"8,267,863   ","4,866,761   ",58.9   ,"4,604,292   ",55.7   ,"262,469   ",5.4   
38,North Dakota,2020,12,"594,147   ","402,807   ",67.8   ,"382,626   ",64.4   ,"20,181   ",5.0   
39,Ohio,2020,12,"9,319,587   ","5,688,941   ",61.0   ,"5,355,626   ",57.5   ,"333,315   ",5.9   
40,Oklahoma,2020,12,"3,045,803   ","1,848,979   ",60.7   ,"1,752,794   ",57.5   ,"96,185   ",5.2   
41,Oregon,2020,12,"3,441,498   ","2,119,622   ",61.6   ,"1,986,924   ",57.7   ,"132,698   ",6.3   
42,Pennsylvania,2020,12,"10,424,847   ","6,449,222   ",61.9   ,"5,941,509   ",57.0   ,"507,713   ",7.9   
44,Rhode Island,2020,12,"896,720   ","569,390   ",63.5   ,"530,763   ",59.2   ,"38,627   ",6.8   
45,South Carolina,2020,12,"4,084,532   ","2,335,762   ",57.2   ,"2,218,880   ",54.3   ,"116,882   ",5.0   
46,South Dakota,2020,12,"678,339   ","461,914   ",68.1   ,"444,915   ",65.6   ,"16,999   ",3.7   
47,Tennessee,2020,12,"5,479,287   ","3,329,342   ",60.8   ,"3,154,741   ",57.6   ,"174,601   ",5.2   
48,Texas,2020,12,"22,277,088   ","14,098,344   ",63.3   ,"13,148,581   ",59.0   ,"949,763   ",6.7   
49,Utah,2020,12,"2,443,791   ","1,659,253   ",67.9   ,"1,603,943   ",65.6   ,"55,310   ",3.3   
50,Vermont,2020,12,"535,960   ","324,435   ",60.5   ,"312,516   ",58.3   ,"11,919   ",3.7   
51,Virginia,2020,12,"6,772,040   ","4,245,243   ",62.7   ,"4,050,753   ",59.8   ,"194,490   ",4.6   
53,Washington,2020,12,"6,126,482   ","3,862,197   ",63.0   ,"3,604,623   ",58.8   ,"257,574   ",6.7   
54,West Virginia,2020,12,"1,444,601   ","774,236   ",53.6   ,"727,145   ",50.3   ,"47,091   ",6.1   
55,Wisconsin,2020,12,"4,701,120   ","3,107,645   ",66.1   ,"2,969,500   ",63.2   ,"138,145   ",4.4   
56,Wyoming,2020,12,"451,589   ","288,957   ",64.0   ,"274,593   ",60.8   ,"14,364   ",5.0   
1,Alabama,2021,1,"3,965,996   ","2,231,365   ",56.3   ,"2,139,902   ",54.0   ,"91,463   ",4.1   
2,Alaska,2021,1,"544,790   ","344,709   ",63.3   ,"318,618   ",58.5   ,"26,091   ",7.6   
4,Arizona,2021,1,"5,709,768   ","3,489,610   ",61.1   ,"3,268,433   ",57.2   ,"221,177   ",6.3   
5,Arkansas,2021,1,"2,349,739   ","1,315,188   ",56.0   ,"1,243,444   ",52.9   ,"71,744   ",5.5   
6,California,2021,1,"31,055,798   ","18,614,881   ",59.9   ,"16,900,543   ",54.4   ,"1,714,338   ",9.2   
37,Los Angeles County,2021,1,"8,005,489   ","4,908,685   ",61.3   ,"4,360,702   ",54.5   ,"547,983   ",11.2   
8,Colorado,2021,1,"4,603,817   ","3,101,993   ",67.4   ,"2,895,768   ",62.9   ,"206,225   ",6.6   
9,Connecticut,2021,1,"2,919,574   ","1,843,171   ",63.1   ,"1,695,899   ",58.1   ,"147,272   ",8.0   
10,Delaware,2021,1,"799,347   ","490,494   ",61.4   ,"460,381   ",57.6   ,"30,113   ",6.1   
11,District of Columbia,2021,1,"555,152   ","372,598   ",67.1   ,"350,103   ",63.1   ,"22,495   ",6.0   
12,Florida,2021,1,"17,593,748   ","10,101,934   ",57.4   ,"9,480,828   ",53.9   ,"621,106   ",6.1   
13,Georgia,2021,1,"8,342,481   ","5,165,523   ",61.9   ,"4,903,307   ",58.8   ,"262,216   ",5.1   
15,Hawaii,2021,1,"1,119,767   ","659,023   ",58.9   ,"606,994   ",54.2   ,"52,029   ",7.9   
16,Idaho,2021,1,"1,443,997   ","903,639   ",62.6   ,"859,876   ",59.5   ,"43,763   ",4.8   
17,Illinois,2021,1,"10,065,710   ","6,217,136   ",61.8   ,"5,731,691   ",56.9   ,"485,445   ",7.8   
18,Indiana,2021,1,"5,301,557   ","3,325,782   ",62.7   ,"3,159,026   ",59.6   ,"166,756   ",5.0   
19,Iowa,2021,1,"2,500,637   ","1,661,078   ",66.4   ,"1,571,794   ",62.9   ,"89,284   ",5.4   
20,Kansas,2021,1,"2,251,437   ","1,488,212   ",66.1   ,"1,426,393   ",63.4   ,"61,819   ",4.2   
21,Kentucky,2021,1,"3,527,981   ","2,003,354   ",56.8   ,"1,897,094   ",53.8   ,"106,260   ",5.3   
22,Louisiana,2021,1,"3,573,348   ","2,023,260   ",56.6   ,"1,891,212   ",52.9   ,"132,048   ",6.5   
23,Maine,2021,1,"1,132,332   ","671,162   ",59.3   ,"634,359   ",56.0   ,"36,803   ",5.5   
24,Maryland,2021,1,"4,862,323   ","3,124,780   ",64.3   ,"2,929,438   ",60.2   ,"195,342   ",6.3   
25,Massachusetts,2021,1,"5,733,544   ","3,720,031   ",64.9   ,"3,435,051   ",59.9   ,"284,980   ",7.7   
26,Michigan,2021,1,"8,059,336   ","4,714,096   ",58.5   ,"4,379,968   ",54.3   ,"334,128   ",7.1   
27,Minnesota,2021,1,"4,485,787   ","2,998,363   ",66.8   ,"2,847,755   ",63.5   ,"150,608   ",5.0   
28,Mississippi,2021,1,"2,278,099   ","1,243,345   ",54.6   ,"1,159,644   ",50.9   ,"83,701   ",6.7   
29,Missouri,2021,1,"4,841,326   ","3,029,822   ",62.6   ,"2,865,125   ",59.2   ,"164,697   ",5.4   
30,Montana,2021,1,"873,764   ","537,098   ",61.5   ,"511,243   ",58.5   ,"25,855   ",4.8   
